IndicatorID	IndicatorDesc	Source	Unit	Period	Region	Sex	AgeGroup	YearsOfSchooling	Occupation	Value	FN
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Females	All	13+		30.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Females	All	13+		32.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Females	All	13+		31.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Females	All	13+		32.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Females	All	13+		35.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Females	All	13+		35.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Females	All	13+		36.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Females	All	13+		38.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Females	All	13+		44.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Females	All	13+		47	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Females	All	13+		50.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Females	All	13+		48	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	All	13+		12.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	All	13+		15.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	All	13+		18.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	All	13+		19.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	All	13+		21.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	All	13+		21.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	All	13+		21	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	All	13+		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	All	13+		24.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	All	13+		23.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	All	13+		23.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	All	13+		23.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	All	13+		27	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	All	13+		27.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	All	13+		31.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	All	13+		29.9	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2000	Pal	Both	15-24	All	All	33.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2001	Pal	Both	15-24	All	All	36.9	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2002	Pal	Both	15-24	All	All	36.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2003	Pal	Both	15-24	All	All	32.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2004	Pal	Both	15-24	All	All	30.8	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2005	Pal	Both	15-24	All	All	29.8	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2006	Pal	Both	15-24	All	All	29.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2007	Pal	Both	15-24	All	All	29.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2008	Pal	Both	15-24	All	All	28.8	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2009	Pal	Both	15-24	All	All	28.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2010	Pal	Both	15-24	All	All	29.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2011	Pal	Both	15-24	All	All	27.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2012	Pal	Both	15-24	All	All	29.9	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2013	Pal	Both	15-24	All	All	31.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2014	Pal	Both	15-24	All	All	32.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2015	Pal	Both	15-24	All	All	31.6	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2016	Pal	Both	15-24	All	All	32.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2017	Pal	Both	15-24	All	All	40.6	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2000	West Bank	Both	15-24	All	All	32.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2001	West Bank	Both	15-24	All	All	35.4	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2002	West Bank	Both	15-24	All	All	35.5	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2003	West Bank	Both	15-24	All	All	32	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2004	West Bank	Both	15-24	All	All	30.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2005	West Bank	Both	15-24	All	All	29.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2006	West Bank	Both	15-24	All	All	27.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2007	West Bank	Both	15-24	All	All	27	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2008	West Bank	Both	15-24	All	All	26.5	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2009	West Bank	Both	15-24	All	All	26	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2010	West Bank	Both	15-24	All	All	26.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2011	West Bank	Both	15-24	All	All	26	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2012	West Bank	Both	15-24	All	All	27.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2013	West Bank	Both	15-24	All	All	29.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2014	West Bank	Both	15-24	All	All	28.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2015	West Bank	Both	15-24	All	All	28.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2016	West Bank	Both	15-24	All	All	29.5	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2017	West Bank	Both	15-24	All	All	35.4	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2000	Gaza	Both	15-24	All	All	34.8	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2001	Gaza	Both	15-24	All	All	39.4	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2002	Gaza	Both	15-24	All	All	37.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2003	Gaza	Both	15-24	All	All	32.6	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2004	Gaza	Both	15-24	All	All	31.9	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2005	Gaza	Both	15-24	All	All	30.9	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2006	Gaza	Both	15-24	All	All	32.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2007	Gaza	Both	15-24	All	All	32.5	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2008	Gaza	Both	15-24	All	All	32.6	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2009	Gaza	Both	15-24	All	All	31.5	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2010	Gaza	Both	15-24	All	All	33.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2011	Gaza	Both	15-24	All	All	29.5	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2012	Gaza	Both	15-24	All	All	33.4	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2013	Gaza	Both	15-24	All	All	34.9	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2014	Gaza	Both	15-24	All	All	38.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2015	Gaza	Both	15-24	All	All	36	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2016	Gaza	Both	15-24	All	All	36.6	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2017	Gaza	Both	15-24	All	All	48.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2000	Pal	Males	15-24	All	All	19.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2001	Pal	Males	15-24	All	All	27.4	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2002	Pal	Males	15-24	All	All	29.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2003	Pal	Males	15-24	All	All	25.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2004	Pal	Males	15-24	All	All	24.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2005	Pal	Males	15-24	All	All	22.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2006	Pal	Males	15-24	All	All	22.9	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2007	Pal	Males	15-24	All	All	23.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2008	Pal	Males	15-24	All	All	24.6	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2009	Pal	Males	15-24	All	All	23.5	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2010	Pal	Males	15-24	All	All	24.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2011	Pal	Males	15-24	All	All	21.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2012	Pal	Males	15-24	All	All	22.8	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2013	Pal	Males	15-24	All	All	24.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2014	Pal	Males	15-24	All	All	26.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2015	Pal	Males	15-24	All	All	26.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2016	Pal	Males	15-24	All	All	26	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2017	Pal	Males	15-24	All	All	29.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2000	Pal	Females	15-24	All	All	47.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2001	Pal	Females	15-24	All	All	46.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2002	Pal	Females	15-24	All	All	43.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2003	Pal	Females	15-24	All	All	39.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2004	Pal	Females	15-24	All	All	37.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2005	Pal	Females	15-24	All	All	37.4	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2006	Pal	Females	15-24	All	All	35.6	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2007	Pal	Females	15-24	All	All	34.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2008	Pal	Females	15-24	All	All	33.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2009	Pal	Females	15-24	All	All	32.8	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2010	Pal	Females	15-24	All	All	34.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2011	Pal	Females	15-24	All	All	33.9	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2012	Pal	Females	15-24	All	All	37.3	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2013	Pal	Females	15-24	All	All	38.8	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2014	Pal	Females	15-24	All	All	38.1	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2015	Pal	Females	15-24	All	All	37.2	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2016	Pal	Females	15-24	All	All	38.7	
8.6.1	Proportion of youth (aged 15-24 years) not in education, employment or training	Labour Force Survey (LFS)	percentage	2017	Pal	Females	15-24	All	All	52.4	
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2000	Pal	Both	10-17	All	All	4.3	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2001	Pal	Both	10-17	All	All	2.2	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2002	Pal	Both	10-17	All	All	1.6	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2003	Pal	Both	10-17	All	All	2.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2004	Pal	Both	10-17	All	All	2.3	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2005	Pal	Both	10-17	All	All	2.9	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2006	Pal	Both	10-17	All	All	4.4	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2007	Pal	Both	10-17	All	All	4.6	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2008	Pal	Both	10-17	All	All	3.8	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2009	Pal	Both	10-17	All	All	3.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2010	Pal	Both	10-17	All	All	3.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2011	Pal	Both	10-17	All	All	4.2	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2012	Pal	Both	10-17	All	All	4.1	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2013	Pal	Both	10-17	All	All	3.5	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2014	Pal	Both	10-17	All	All	3.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2015	Pal	Both	10-17	All	All	4.5	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2016	Pal	Both	10-17	All	All	3.9	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2017	Pal	Both	10-17	All	All	3.4	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2000	West Bank	Both	10-17	All	All	5.3	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2001	West Bank	Both	10-17	All	All	2.6	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2002	West Bank	Both	10-17	All	All	2	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2003	West Bank	Both	10-17	All	All	3.2	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2004	West Bank	Both	10-17	All	All	2.9	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2005	West Bank	Both	10-17	All	All	3.8	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2006	West Bank	Both	10-17	All	All	6.5	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2007	West Bank	Both	10-17	All	All	6.5	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2008	West Bank	Both	10-17	All	All	5.5	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2009	West Bank	Both	10-17	All	All	5.4	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2010	West Bank	Both	10-17	All	All	5.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2011	West Bank	Both	10-17	All	All	5.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2012	West Bank	Both	10-17	All	All	5.8	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2013	West Bank	Both	10-17	All	All	4.9	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2014	West Bank	Both	10-17	All	All	5.3	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2015	West Bank	Both	10-17	All	All	5.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2016	West Bank	Both	10-17	All	All	5.3	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2017	West Bank	Both	10-17	All	All	4.6	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2000	Gaza	Both	10-17	All	All	2.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2001	Gaza	Both	10-17	All	All	1.5	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2002	Gaza	Both	10-17	All	All	1	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2003	Gaza	Both	10-17	All	All	1.8	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2004	Gaza	Both	10-17	All	All	1.3	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2005	Gaza	Both	10-17	All	All	1.4	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2006	Gaza	Both	10-17	All	All	1.1	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2007	Gaza	Both	10-17	All	All	1.5	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2008	Gaza	Both	10-17	All	All	1.3	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2009	Gaza	Both	10-17	All	All	1.9	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2010	Gaza	Both	10-17	All	All	0.6	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2011	Gaza	Both	10-17	All	All	1.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2012	Gaza	Both	10-17	All	All	1.5	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2013	Gaza	Both	10-17	All	All	1.4	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2014	Gaza	Both	10-17	All	All	1.3	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2015	Gaza	Both	10-17	All	All	2.8	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2016	Gaza	Both	10-17	All	All	1.9	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2017	Gaza	Both	10-17	All	All	1.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2000	Pal	Males	10-17	All	All	7.9	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2001	Pal	Males	10-17	All	All	4.2	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2002	Pal	Males	10-17	All	All	2.9	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2003	Pal	Males	10-17	All	All	4.7	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2004	Pal	Males	10-17	All	All	4.1	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2005	Pal	Males	10-17	All	All	5.2	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2006	Pal	Males	10-17	All	All	7.4	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2007	Pal	Males	10-17	All	All	7.8	* Chlidern aged 10-17 years
8.7.1	Proportion and number of children aged 5-17 years engaged in child labour, by sex and age	Labour Force Survey (LFS)	percentage	2008	Pal	Males	10-17	All	All	6.6	* Chlidern aged 10-17 years
